3 3 111010010	ACT CAT
8 6 001111001010100010101010101011111111001000100010	JAWS JIGS JIGSAW SWAG SWIG WAGS WIGS
6 6 101111100001111101101001101001001111	EVER EVOKE OVER REVOKE ROVE VEER
11 10 00011110000000000001000001111010000010100101011101111010100010100101001001111111011110001011100100011101001000	DEMO DOE DOME DOSE DOT DOTE MET MODE MODEST MOST MOTE ODE SET SOD SOME STEM TOE TOME
8 7 11111000101000001111000010101001001111010010100100101111	AMMO ATOM MAMMOTH MATH MOAT MOMMA MOTH OATH
11 10 11111100000000001000101111011111000000000010000100011111111000100001010011110011110100000010111100000111000000	ABLE ARE BALE BAR BARE BARREL BEAR BLARE BRA EAR EARL ERA ERR LAB RARE REAL REAR
9 9 000111100000100100000111111111100100100000000101001000111101000101001000001111000	BLOUSE BLUE LOBE LOBS LOSE LOUSE LUBE SLOB SOLE SOUL
14 11 0001000100000001111101010000000100111110000001000101000001111111011110100100000000101110000000111110111000001010001011101110000010101010100000000011111000	AIL AIR ALT LAIR LAT LIAR RAIL RAT RIVAL TAIL TAR TRAIL TRIAL TRIVIA TRIVIAL VAT VIA VIAL VIRAL VITAL
7 6 000001001000100101111111101001011110001010	BEDS BIDS BIOS BODE BODIES DOES
11 8 0011100111110101110001111010101011001001011110010011100111110001001000000000010011111000	DIRT DIRTY DRY HID HILT HIT IDLY LID LIT RID THIRD THIRDLY TIDY TIL TRY
8 8 0000010000001111000001010001010101111101010101001111000001000000	FAME FARE FARM FARMER FEAR FRAME MARE
13 11 00010000000001111000010100010111101110001000010101001111011100111000100011101001111111011100000010101000000001000000000000101111100000010000000	ACNE ACT ANTE ATE CAN CANE CANTEEN CAT CENT EAT EATEN ENACT NAN NEAT NET TAN TEA TEE TEEN TEN
7 6 011110100000011111001010111101010000111111	DUES SUDS SUED SUES SUSSED USED USES
8 8 1111000110100001101000011011110110010100111111100001010000000100	LILY LOWLY OILY WILL WILLOW WILLOWY WILY YOWL
7 7 0011110001001011110100001010001110100100010111111	GNU GULP GUN LUG LUNG PLUG PUG PUN UNPLUG
13 12 000000001000000001110111000010101110100011110100010000100000101000111100010000010001011111111110100101000101011110100011111000010000010000001000000111111100	CLUE CLUED CLUMP CLUMPED CUE CUP DUEL DUMP DUPE ELM EMU LED LUMP LUMPED MUD MULE PLED PLUM PLUME PLUMED
9 8 101000111101111101111000101101011111100001000101111000000101000000100000	ISLE LIE LIME MIL MILE SEMI SIM SIMILE SLIM SLIME SMILE
11 9 111110001000000001110001001010111010010100010100111011101111000010010000111110111101001000000010000	LOVE LOW OWE OWL SEW SLEW SLOW SOLVE SOW VOLE VOW VOWEL WOE WOLVES WOVE
8 6 011111110101010001110111000000011111000100000111	ACE AGE BABE BAG BEG CAB CABBAGE CAGE EBB
12 10 000100000000111110111111100100000000100111110000100001010010100011110010100001011111000000001010000000011110000000001000	DATE EAST EATS SATED SEAT STATE STATED STEAD TASTE TASTED TEAS TEST
12 10 001000001000001000111000101000101000111011101111100010000100101110111100101000101000111001111000100000101000000000100000	FIG FIR FLY FOG FOIL FOR FRO FROG FRY GIRL GLORIFY GLORY GOLF LOG OIL ROIL YOGI
11 9 000000100000001001111001011110010111100111110101000101001001111100010010010000100100000000001000000	ICES ISLE LICE LICK LIES LIKE SICK SICKLE SILK SLICE SLICK
11 9 000000001010000001011100001110101000010111110001111010011100100100001001001000010010000000111100000	CHEST CREST ETCH HER REST SECT SET SHE STRETCH TECH TEST THE
13 11 00100000000000010000000000001000001010000100000101011111001011111100001111010111110010111111010111100001011110001111100101000000000000100000000	ACNE ANGEL ANGLE CAGE CANE CLAN CLANG CLEAN GALE GLANCE GLEAN GLEN LACE LANCE LANE LEAN
10 10 0000001000000011110000001010101111101111101010001011110111101010010000001001000000000100001111110000	BIDE BIRD BRED BRIDE BRIDGE BRIE BRIG DIRE DIRGE GRID RIDE RIDGE
11 11 0100000111001001111010010001011110101110010000010010100111100100000010111100011101010010100010100101111101001000000011110	AND ANT ARK ART DANK DARK DARN DART DATA DRANK RAD RAN RANK RANT RAT TAD TAN TANK TANKARD TAR
13 10 0001110000000000101000000001110111000000100000101001111000011100100100000010011111001111001101000101000110000010111110000011110000	GIN GIST GIT GRIN GRIT ITS NIT RIG RING SIGN SIN SING SIR SIT STING STIR STRING TIN TIS
8 8 0111100000000010011111110101001001011110111101000100111100000100	CITE EMIT ITEM MICE MIME MIMETIC MIMIC MITE TIME
9 7 000001000111101000000001000010101111011111010010101111011110010	DOES DOSE LOOSE LOSE OODLES SLED SOLD SOLE SOLO
9 7 011110001001000001001001001111101001100111101100101000111111000	ACTS ATTIC CAST CATS STAT STATIC TACIT TACT TICS
11 11 0001000010001010010100111101111000100001010001001111100011100010000101110111100010100001000011101110000001010000000011100	AIL AIM ANY INLAY LAIN LAM LAY MAIL MAIN MAINLY MAN MANLY MAY MIL NAIL NAY NIL YAM YIN
11 10 00000111111001111010000001011111100010101010011111010100100000101011110000010010100000100001000001000010000000	ASTUTE ATTEST EAST EATS SEAT STATE STATUE STATUTE TASTE TAUT TEAS
9 7 001111111001001000001011110111101010100100010100100010111100010	BLUR BRAG BURG BURGLAR BURR GARB GRAB GRUB RURAL
9 9 000011111000001001000101001000111101010100100010111100111100100010100000000100000	CLUE CUES CUFF FLUE FUEL FUSE SCUFF SCUFFLE SELF
9 8 000011110001000000001110001001000111111000101010111111011100100000100100	EGO GEE GEM GENE GENOME GNOME GONE MEG MEN OMEN ONE
10 9 000100001000011111110101001010111101111001001010000111110000001010000001111100000010100000	HOOT HOST HOTSHOT SHOO SHOOT SHOT SOOT SOOTH TOOT TOOTH TOTS
9 8 000001111000001000000001000001111110001010010111110010001011110001000000	FORE FOREGO FORGE FORGO GOOF GORE OGRE ROOF
8 8 0100000001001111111110010100100101001111010001000000010000000100	CHEW CREW HEWN WENCH WHEN WREN WRENCH
12 10 000011100000001010111100101110101001111000001111100000000001111001000111001011110100001001011110000001010100001111110000	CENT CON CONE COT ECHO HEN HONE HOT NET NOT NOTCH NOTE ONCE ONE TECHNO TEN THEN TOE TON TONE
11 9 000111100000001001000001011111110111100100100100000101001111011111001010010000011110100000101001000	GELS GLUE GUILE GUISE GULL GULLIES ILLS LEGS LUGE LUGS SELL SILL SLUG
11 8 0011100000011101010000101110100001001001110011110010100101011101111010100000000111011110	BAM BAN BOA BOW BOWMAN MAN MAW MOAN MOB MOW MOWN NAB NAW OWN WOMAN WOMB WON
11 11 0000100000100111100001001010000010011110000111100111111100001010001110111101000101001010001110010100000100101000000001010	ELM ISLE LESS LIE LIME MESS MIL MILE MISSILE SEMI SIM SIMILE SIS SLIM SLIME SMILE
8 8 0000100000001111111110011000111110100101111101000010010011111100	ISSUE SETS SITE SITS SUES SUIT SUITE TIES TISSUE USES
12 9 000000000100000010011110111110010100100010011111100011110001100000001111101111101001100000001000100000001000	CALL CLOG COAL COIL COLA GALL GILL GOAL LILAC LOCAL LOGIC LOGICAL
9 9 111100000000001111000101001000111001011100101001010101001111111000010100000011100	EGG ERR GET GIG IRE RIGGER RITE TIE TIER TIGER TIRE TRIGGER
8 8 0100000101010001111100010101000111110101100101001001111010000100	GLAM GLAMOR GRAM LOAM MOLAR MORAL ORAL ROAM
7 7 1111111101001010100101011110001010000111110000100	CORE CORRECT CROC RECTOR RETRO ROTE TORE
12 12 000000000001000000000001001000000001001010000101111111101111001010000100011111011110010010010000111101111000010101010000000101000000000111100000	HOLY HOST HOTLY LOST LOTS ROSY ROTS SHORT SHORTLY SHOT SLOT SLOTH SORT STORY TOYS
12 12 000111000000000101000000011101110000001000101000111100101000000101111000011101000000010001000000010111010000010101111100011100010000000101111111	DOW DOWN DROWN DUN DUO NOD NOR NOUN NOW NUN OUR ROD ROUND ROW RUN RUNDOWN UNDO WORD WORN WOUND
14 11 0000000010100000001001111001111110001011110010100010100100111111101111001000000001000010010011110000010100100100001111001000000001011110000000010000000000	CEDE DEEM DENIM DICE DIME DINE ENDEMIC ICED MEDIC MEND MICE MINCE MIND MINE NEED NICE NIECE
9 8 000000010111110010100101111100101010101111000101001000101111000001000000	ACRE ARCANE AREA ARENA CARE CRANE EARN NEAR RACE
7 7 0100001010000101001011111101001010100101001111110	ANTI ANTIC INTACT TAINT TINT TITAN
10 8 00000001000000000100001000111100100010101110101110100011100011111010000000001000	ANT ANY NASTY NAY SAT SAX SAY STAY SYNTAX TAN TAX
10 10 0111100001000000111100111110010000101111111111101000001000100001001111000100100000010010000001111000	DIRT DISTORT DITTO DOTS RIDS RIOT RODS STIR TORT TOTS TRIO TROD TROT
8 8 0100000011110100010111100101010000111111001001001111000000100000	BEEF BEER BEET BEREFT BERET FREE FRET REEF
12 10 000000001000111110111110100100001000100111101111111101000010001001111111001001000010001000000000001011111000001000000000	CITE CRICK CRICKET KITE RICE RITE TICK TICKER TIER TIRE TREK TRICK TRIKE
7 6 001000011110001010101111110110001010111111	LYRE PREY PURELY PYRE RELY REPLY YELP
9 9 100000010100011110100010010100010000101110101000100101011101111010000100111111100	ENQUIRY INURE QUERY REIN RUE RUIN RUN RUNE RYE URN YEN YIN
10 10 1111000000101000000010111111001010000100100111111100010101000001010000000101000000111100000000010000	ABOARD ABROAD BARD BOAR BRAVADO BRAVO BROAD DRAB ROAD
11 11 0000100000001111100010010010011110100100101011111001010010100010100101001111000011110010000000100001111101000000000010000	CREST ERECT RESET REST SCREE SECRET SECRETE SECT SEER STEER TEES TERSE
10 10 0011110000001001000000100100001111010000000111100001010010100101011110010000101001000011110000001000	EONS NOPE NOSE ONES OPEN PENS PEON POKE POSE SPOKE SPOKEN
11 10 00000101000000011110000010010100000111101010001000010101111000111101010001010011110000000101000000000011111000	FIFTY FIST FITS FLIT IFFY LIFT LIST SIFT SILT SLIT STIFF STIFFLY
8 7 00000100000011111000010111111101100100011001000011110000	LURE PREP PULP PURE PURPLE RULE UPPER
12 12 000001001111001001001010001001111010001001001111001111000100001000111100100000100100100011111000111110100000100010000000100010111110100010000000	GRIN IRES REIGN RESIGN RESIN RIGS RING RINSE RISE RISEN SIGN SINE SING SINGE SIRE SIREN
10 9 000000000111111000010010100111001111010111101011111000001001111101110000011100000001010000	ALE ALL ALLEY AYE LAM LAME LAMELY LAY LYE MALE MALL MAY MEAL YAM YEA YELL
9 9 000111100000101001111111001010101111010000001010001111010001000010001000010001000	ACCEDE ACED ACNE CADENCE CANE CEDE DANCE DEAN NEED
10 9 000100000000010011110001001010111110111010010001001111001110001011100000101010000011101000	EWE FEE FEET FETE FEW FEWEST SEE SET SEW STEW SWEET TEE WEE WEST WET
10 8 00011110000101001000010100100001011111110101010100010001111000000101001111110000	ENTER ENTRY REENTRY RENT RENTER RETRY TEEN TERN TREE
10 9 000010000000001000000011101000101011100011111011111010000100100011110010001001001000100000	ARC CAR CAROL COAL COLA CORAL CUR CURL OCULAR ORAL OUR
10 9 000100010000011111111111000100010101111001001000101111101111010010101000001111000000001000	ALGAE EAGLE GALA GALE GEEK GLEE KALE KEEL LAKE LEAK LEAKAGE LEEK
12 12 000000111111001000100001001111100001001000100111111100100010100000000010100000000111111000000100010000011100011101010000010101110000001111000000	BOD BODE BORDER BORE BORER BRED BRO DOE DOER ERR ODE ORB ORDER ORE RED REDO ROB ROBE ROD RODE
7 7 1111000000101001011110101010011111001010100101000	ALARM DRAM DRAMA LARD LLAMA MALLARD
10 10 0000010000001111000000100100000010011111111101001000010000100101011110111100100001000010000111111000	CENT CHEST ETCH HENS NEST NETS SCENT SENT STENCH TECH TENS THEN
9 8 000000001000000101111101111000000101011111101001010001001111101001010000	APRON HARP HARPOON HOOP HORN ORPHAN POOR ROAN
14 12 000010000000000001111010000000101011111000011110101000000010001011111111110000000100100100000001001001000000010011111000000000010100000000001111000000000001000000000000	ACTS ANTS CANS CASH CAST CATS CHANT CHAT HATS SCAN SCANT SNATCH STANCH TANS THAN
8 7 01111000001010001010101010111111101010101001111000001000	CORE ERECTOR RECTOR RETRO ROTE TORE TREE
9 9 000111100000010100011110100001010100001001111111101000000101000000101000000111111	DATE EASE EAST EATS SEAT SEDATE SEED STEAD TEAS TEASE
9 7 000011110001000000111101111101010100101111110100010100000011110	OPUS POSE POSSE PUSS SOPS SOUP SPOUSE SUES USES
11 9 000001000000000011110000011100100000100111110111001010001000010100111010100000010111000001111010000	APP ASP NAP NAPPY PAN PAP PAY SAP SAPPY SNAP SNAPPY SPA SPAN SPY
9 8 000100001000111101010100101111111101010010101011110100010010000010111100	ICES NICE NIECE SCENE SCENIC SCIENCE SEEN SINCE SINE
13 12 001111011100000010101010001111011101111010000000010001111000001000010000100000001111010100000000101111000000111101000000001011111000000001000000000000100000	DUH DUO HOLDOUT HOOD HOOT HOT HUT LOOT LOT LOUD LOUT OLD OOH OUT OUTDO THOU THUD TOLD TOO TOOL
9 9 011111001010101001010101001111101001000111101111100000001000000001000000001000000	ABHOR ARCH BROACH CARB CHAR COBRA CRAB ORCA ROACH
11 9 000100000001111100000010010000100101111101001010000011111111000001101011101111000101010100000011100	AIR ART IOTA OAR OAT RAT RATIO ROAR ROT TAR TAROT TART TOT TRAIT TRAITOR
12 12 000000010000000000111100000000010101000011110101000010001111001010000001001111001111001000001000111100111100000100101000011111110000000100100000	DILL DOLL IDLY IDOL IDYLL ILLS LIDS LILY OILS OILY SILL SILO SLID SOIL SOLD SOLIDLY
9 9 000001000111101000100101000100101010111100010001001111001001010001111110000001000	HITS ITCH SWITCH THIS TICS WHIT WISH WITCH WITH WITS
11 8 0000001111100000101010000011110100100010111111111110000010010000000100101111101111000000	FLESH FLUE FLUSH FUEL FUSE HUES HUFF LUSH SELF SHELF SHUFFLE
11 8 0000010000000011100001011101111110101000010101000011111111000000001010011110011110000000	DOG DOGLEG DOLE EGG EGO GEL GOD GOLD LED LEG LODE LODGE LOG OGLE
10 8 00000000011111111001100000010110000011111111100100101010010000101111100111100000	RETRO REWROTE ROTE ROWER TORE TOWER TREE WERE WORE WROTE
9 8 100000000100000100100001111100000101111101111000101001001111111000101000	DIAL DIGIT DIGITAL GAIT GILT GLAD LAID TAIL TIDAL
9 9 011110000010100000010111100111100100100011111100010100100010000100010000100111111	AIRS ARTIST ARTS RATS STAIR STAR START STAT STIR STRAIT
10 9 011110000001001000001110111111001000010011100111100101110100011101010001010100000001010000	ION NIP OOPS OPS PIN POISON SIN SIP SNIP SNOOP SOON SOP SPIN SPOON
11 10 00000010100000000101001001111010011110010100100111101001001010000000011111001000101010010000000100100000001111	ACRE CAKE CARE CARER CREAK RACE RACER RACK RAKE RARE REAR RERACK
7 6 010111101000000111110010101011110100101010	PAPER PARE PEAR PREP RAPPER REAP
9 9 000111100000101000010111110111101000010000100111101111000100101111111101000100001	BEST BETS BUST BUTS BUTT BUTTE STUB SUBTEXT TEST TEXT TUBE TUBS
14 11 0000010111111100000101000010000111010000100001011100101001110001011110010000000010001110100011110000111100100000001010111100000000111010000000000010000000	BET BLOKE BLOT BOLO BOLT BOO BOOK BOOKLET BOOT BOT EBOOK ELK LET LOB LOBE LOOK LOT OBOE TOE TOO
11 11 0001111101000010001111000100010101111001111001001000100111110001000100100111101001000010000010000100000100001000001111100	CHIC CHIN CHOIR CHRONIC CINCH COIN CONCH CORN CROC ICON INCH IRON RHINO RICH
10 8 00010111110001000000000111111011110010101010011110101000101011110000101000000000	GATE GEAR GRATE GREAT RAGE RATE TARGET TART TEAR TREAT
13 10 0000000001000111000000100010111011110001110101000000010011101111101000100000001111011111110001001000000000111100000000010000000000	AFRO ARSON FAN FAR FOR FORA FRO NOR OAR OFF RAN ROAN SAFFRON SOAR SOFA SON SONAR
8 6 001011110010000011111100101001011111011110000001	FEE FEN FENCE FENCER FERN FREE REEF REF
10 8 00000000010000100001000111100100001011111111101010010000111101000000100111111100	AIMS HAMS HISS MASH MASS MISS SASH SASHIMI SHAM SMASH
8 7 00000010000111110001001001011110010100000101000011110000	BEHELD BLED BLEED HEED HEEL HELD
14 12 000011110000000000010100000000000101111000000000000101000001000001110000011111000111000100010000011111000101110100000111010111000001010101000001111111010000000100000000	AIL AIM AMINO INN LAIN LAM LIMO LOAN LOIN MAIL MAIN MAN MIL MOAN NAIL NAN NIL NOMINAL OIL OILMAN
11 11 0011111000100100011111111000101010100000111101110000100000111000000101010100001010111100010101010000100011100001000100000	ABS ALT ATLAS BALSA BASAL BASALT BAT BLAST LAB LAST LAT SALT SAT SLAB SLAT STAB TAB
12 10 000001000000000001111000000001001000001111001000001000111100001000100000111100111110010100100010011110000010010100111111	FIRE FIRS FRIES FURIES FURS IRES REFS RIFE RISE RUSE SIRE SURE SURF USER
8 7 10000000111100011000000111110101001011110010010101111110	ACES ACHE CASE CASH CHAISE CHASE EACH ICES
11 8 0010011111011110000000101000001001011110111110010100101100111011111000010100010000111000	BLOOM BLOSSOM BOLO BOO BOOM BOSOM LOB LOOM LOSS MOB MOO SLOB SOB SOLO
9 7 000000001111110101000000101001011111011110100001010100001111100	EARTH HARE HATE HATER HEAR HEART HEARTH HEAT
11 10 00000111110000101001000011110111100010100101011110000010100000000111110011111010100101010001111010100010010100	ELOPE ENVELOP EVEN LONE LOPE LOVE NOEL NOPE NOVEL OPEN OVEN PEEL PEON POLE VOLE
9 8 000010001000010101111111101010010101010111101111100000000100000000100000	AFAR AREA AWARE FARE FEAR WAFER WARFARE WEAR
10 10 0111100000000000111101111010010100001001010000111111111000100100101111010010101000011110000000001000	COPE CORE COUP COUPE CROP CURE EURO PORE POUR PURE RECOUP REPO ROPE
7 6 001111100010001111110100101011110101000010	CITE EPIC OPTIC POET POETIC TOPIC
